product_id,Date,store_id,Sales Quantity,Price_x,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Price_y,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
5952,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,212,25,0,31,5/13/2024,2218,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5952,7/26/2024,81,393,24.55,No,Holiday,Competitor Pricing,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5952,N/A,83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.67,46.3,11.73,151,4,13.35,2.09,1.62
5953,7/21/2024,18,221,81.49,No,Holiday,Economic Indicator,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5953,12/23/2024,56,59,45.27,No,N/A,N/A,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5953,4/18/2024,79,445,31.79,No,Festival,Weather,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5953,N/A,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,219,3,3,37,6/12/2024,2868,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5953,10/28/2024,86,446,73.9,Yes,Festival,Weather,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5954,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,20,10,119,4/20/2024,3024,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5954,5/25/2024,23,11,32.13,Yes,Festival,Weather,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5954,7/30/2024,85,414,92.43,No,Festival,N/A,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5955,9/23/2024,22,231,47.34,No,Holiday,Competitor Pricing,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5955,1/23/2024,51,61,54.72,Yes,Festival,Weather,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5956,1/10/2024,10,422,61.09,Yes,Holiday,Economic Indicator,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5956,9/8/2024,13,379,24.93,Yes,N/A,N/A,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5956,10/30/2024,27,456,56.63,Yes,N/A,N/A,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5956,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.36,21.71,6.13,305,4,15.72,3.85,2.36
5956,N/A,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728,19,6,150,4/14/2024,4945,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5957,N/A,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.96,46.86,41.07,32,1,17.86,1.83,1.74
5957,10/19/2024,86,443,57.91,No,Holiday,N/A,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5958,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,25,11,73,11/18/2024,3643,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5958,1/19/2024,18,264,55.87,Yes,Holiday,Economic Indicator,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5958,9/17/2024,30,486,36.43,No,Festival,N/A,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5958,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,19,8,164,12/5/2024,3537,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5959,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.28,38.72,16.43,149,3,14.72,3.26,0.88
5959,11/1/2024,57,7,9.63,No,Holiday,Competitor Pricing,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5959,7/7/2024,86,323,36.96,No,Holiday,Competitor Pricing,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204,6,16,106,7/22/2024,1037,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,11/24/2024,51,164,73.09,Yes,N/A,Economic Indicator,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,N/A,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,359,23,17,122,2/25/2024,1526,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,4/28/2024,61,181,51.41,No,N/A,Weather,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,N/A,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,978,6,8,182,7/17/2024,1775,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,9/29/2024,91,312,99.98,No,N/A,N/A,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5960,1/25/2024,97,239,40.03,Yes,N/A,N/A,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5961,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.37,14.32,29.92,69,3,18.91,6.51,1.64
5961,N/A,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.34,88.4,45.06,73,3,13.6,1.26,2.26
5961,12/7/2024,68,219,13.37,No,N/A,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5961,N/A,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.51,50.39,47.28,304,2,12.4,5.9,2.1
5962,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,399,17,3,167,12/11/2024,2800,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5963,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,387,2,13,54,3/2/2024,3148,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5963,8/22/2024,10,370,92.22,No,Holiday,N/A,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5963,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.47,36.91,42.08,263,1,12.84,1.62,1.63
5963,3/21/2024,34,89,55.78,No,N/A,Economic Indicator,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5963,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,642,18,10,105,2/26/2024,2961,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5963,6/19/2024,92,120,98.69,Yes,N/A,Weather,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5964,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.92,66.5,1.55,256,3,9.74,2.56,1.08
5965,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.99,64.92,16.73,104,3,0.74,5.58,1.83
5966,N/A,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.95,20.5,20.18,4,3,12.58,3.88,0.75
5966,11/13/2024,53,98,86.43,No,Holiday,Weather,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5966,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,571,8,10,199,12/27/2024,2601,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5967,N/A,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.81,72.1,43.48,390,4,15.85,3.69,2.28
5967,6/10/2024,61,205,18.72,No,N/A,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5967,N/A,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.1,24.18,12.86,347,2,11.71,6.01,2.26
5968,N/A,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.21,16.92,48.93,323,4,4.99,4.98,2.41
5969,6/13/2024,7,431,89.76,Yes,N/A,Economic Indicator,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5969,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,21,13,178,6/25/2024,1149,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5969,N/A,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.81,11.03,36.31,485,4,6.79,9.07,1.15
5969,5/8/2024,69,16,6.94,No,Festival,Competitor Pricing,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5970,9/13/2024,11,328,53.9,Yes,Holiday,Weather,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5970,9/19/2024,21,291,33.62,No,Holiday,Competitor Pricing,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5970,N/A,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.71,92.48,48.4,380,2,19.07,1.93,2.17
5970,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,503,2,16,129,3/24/2024,3063,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5970,N/A,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.76,12.56,4.39,303,2,8.63,3.11,1.72
5970,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.38,65.05,40.5,69,1,15.64,3.66,1.08
5971,N/A,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134,5,15,58,8/23/2024,1456,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5971,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,2,9,30,7/2/2024,3798,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5971,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,20,13,198,8/29/2024,4207,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5972,8/24/2024,36,454,45.84,No,Holiday,N/A,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96.13,75.01,20.99,295,1,8.6,4.61,0.51
5972,N/A,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.55,11.25,37.04,21,4,12.93,5.73,2.04
5972,6/19/2024,56,27,5.41,Yes,Festival,Economic Indicator,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5972,N/A,68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787,8,10,104,5/15/2024,2290,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5972,12/1/2024,83,228,85.69,No,Holiday,Weather,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5972,4/2/2024,95,55,36.88,Yes,Festival,Competitor Pricing,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5973,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,781,18,7,114,2/7/2024,4946,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5973,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.46,84.22,39.19,169,2,3.62,7.75,0.72
5973,12/9/2024,12,91,89.27,Yes,Festival,Economic Indicator,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.67,58.46,37,330,2,8.54,2.57,2.23
5973,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,963,17,9,62,7/12/2024,2863,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5973,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.02,95.89,19.78,303,1,15.23,1.58,1.34
5973,N/A,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,880,14,14,86,8/31/2024,4385,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5973,N/A,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,687,5,14,26,7/13/2024,4155,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5973,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,5,15,177,3/5/2024,3045,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5974,N/A,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,971,10,10,145,7/1/2024,3014,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5974,N/A,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.49,44.89,8.85,162,1,4.09,3.15,1.19
5974,N/A,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,13,17,15,6/14/2024,4781,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5974,8/25/2024,87,455,66.03,Yes,Festival,Economic Indicator,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5975,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.02,8.11,17.1,113,2,16.7,7.77,1.19
5975,N/A,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,778,28,1,183,8/3/2024,4356,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5976,6/14/2024,31,159,82.15,Yes,N/A,Weather,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5976,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.11,11.03,33.55,375,1,11.04,8.08,1.26
5977,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.79,28.1,21.27,328,2,8.16,2.68,1.36
5977,8/27/2024,22,22,24.49,No,Holiday,Weather,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5977,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.77,32.95,5.12,46,4,0.74,6.7,1.12
5978,N/A,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,22,14,128,5/8/2024,2619,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5978,4/21/2024,62,233,54.38,Yes,N/A,Economic Indicator,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5979,11/6/2024,38,371,26.72,Yes,N/A,Weather,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5979,N/A,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,3,11,167,10/16/2024,1477,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5979,7/7/2024,77,409,63.71,Yes,N/A,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5980,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.46,53.91,49.17,139,4,18.12,8.88,1.9
5980,N/A,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.45,16.72,35.64,409,4,19.55,7.91,2.22
5980,N/A,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.89,71.01,47.52,183,2,12.05,3.7,0.96
5981,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,779,2,5,49,6/21/2024,1941,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5981,6/11/2024,24,177,82.86,No,N/A,Competitor Pricing,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5981,N/A,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,399,20,3,139,10/7/2024,3293,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5982,3/14/2024,62,466,88.88,No,Festival,N/A,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5982,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.41,96.07,44.84,434,4,4.83,4.01,2.3
5983,2/1/2024,24,181,94.84,No,Festival,Weather,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5983,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.48,35.62,17.78,412,4,1,6.15,1.91
5983,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.86,65.97,22.42,374,2,19.63,3.51,2.42
5985,11/20/2024,29,254,51.22,Yes,Holiday,Weather,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5985,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,436,22,9,183,8/7/2024,1380,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5985,N/A,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.22,30.51,22.41,351,2,14.78,7.62,2.2
5986,1/21/2024,4,297,65.34,No,Holiday,Economic Indicator,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5986,N/A,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.19,29.96,8.61,498,3,12.48,2.84,1.03
5986,4/2/2024,89,331,47.52,No,Holiday,N/A,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5987,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,758,26,11,35,6/21/2024,2982,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5987,10/19/2024,5,52,77.29,No,Festival,Economic Indicator,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5987,N/A,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.41,10.96,44.51,55,4,1,6.99,1.98
5988,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.1,10.43,42.14,393,1,19.5,8.78,1.76
5988,N/A,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.67,7.86,48.46,474,1,4.21,6.82,1.22
5989,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,654,23,18,116,3/2/2024,1359,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5989,2/3/2024,46,481,55.72,No,Holiday,N/A,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5989,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,743,29,11,154,9/20/2024,1598,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5989,9/9/2024,83,81,24.31,Yes,Festival,Competitor Pricing,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5990,3/15/2024,6,350,75.6,No,Holiday,Competitor Pricing,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5990,4/17/2024,44,368,35.53,No,N/A,Weather,Stable,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5990,N/A,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.58,87.55,4.03,131,3,18.98,6.2,2.32
5991,5/6/2024,6,143,42.67,No,Festival,Economic Indicator,Increasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5991,1/10/2024,22,465,31.4,Yes,N/A,Economic Indicator,Increasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5991,11/5/2024,64,459,73.31,No,Holiday,Weather,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5991,N/A,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.55,38.63,12.77,431,1,13.68,2.08,0.7
5991,7/19/2024,85,320,55.02,No,Festival,Competitor Pricing,Stable,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5991,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.37,15.87,45.55,200,1,14.25,3.81,2.48
5992,N/A,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.86,71.53,3.91,445,4,17.81,5.33,1.87
5992,12/24/2024,74,62,66.87,No,N/A,Weather,Decreasing,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5993,8/30/2024,37,148,29.66,No,N/A,Competitor Pricing,Decreasing,Regular,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5993,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.37,90.07,31.38,469,1,1.19,4.01,2.13
5993,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,216,7,8,120,10/14/2024,1366,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5993,3/20/2024,85,244,48.75,No,Festival,Competitor Pricing,Increasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5994,3/5/2024,16,96,35.92,No,N/A,Competitor Pricing,Decreasing,Budget,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5994,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.56,27.32,8.6,55,1,6.92,6,2.48
5994,N/A,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,943,7,0,58,1/22/2024,3408,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5994,N/A,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,829,25,8,79,12/11/2024,3403,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5994,N/A,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.66,31.78,43.63,161,3,0.16,9.83,0.89
5995,2/24/2024,27,458,64.08,No,Festival,Competitor Pricing,Stable,Premium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5995,N/A,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,693,15,12,33,12/7/2024,4995,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
